kl_host,kl_first_seen,kl_popularity,kl_threat
37.139.12.136,07.02.2019 10:33,2,CnC.Win32.Generic
ascottconsultants.com.ph,03.01.2015 09:57,2,Trojan-Spy.Win32.Zbot
192.3.118.123,09.08.2018 12:59,2,CnC.Win32.Generic
jornalarua.com.br,05.05.2014 19:36,2,Trojan.Win32.Generic
185.176.221.29,14.06.2018 12:53,2,CnC.Win32.Generic
37.139.7.229,16.04.2019 17:17,2,Trojan.Script.Agent
217.8.117.13,16.03.2019 11:53,2,Backdoor.MSIL.Agent
bracetech.co.kr,02.04.2013 09:15,2,Backdoor.Win32.Mutopy
ens.co.rs,04.06.2014 00:36,2,Trojan-Spy.Win32.Zbot
45.32.94.55,06.12.2017 09:40,2,CnC.Win32.Generic
sweebeteam.mcdir.ru,13.01.2019 01:26,2,Trojan-Spy.MSIL.Stealer
anonymous-0.no-ip.biz,14.10.2013 20:02,2,Trojan.Win32.Llac
agendaspersonalizadas.ind.br,28.11.2013 03:20,2,CnC.Win32.Generic
120.25.241.243,18.02.2018 06:31,2,Trojan.Win32.Yakes
keximvlc.com.vn,22.03.2013 15:48,2,CnC.Win32.Generic
43.225.159.131,10.12.2018 14:50,2,Trojan.Win64.Shelma
api7.wipmania.com.wipmsc.ru,16.01.2014 21:05,2,Worm.Win32.Ngrbot
78.186.5.109,24.04.2019 17:27,2,Trojan-Banker.Win32.Emotet
200.123.150.89,10.12.2018 18:15,2,Trojan-Banker.Win32.Emotet
85.105.205.77,05.03.2019 20:41,2,Trojan-Banker.Win32.Emotet
pilo-raouf.no-ip.biz,06.08.2015 08:13,2,Trojan.Win32.Llac
bestbuyautos.com.au,09.10.2013 17:25,2,CnC.Win32.Generic
lingkaran.com.my,11.12.2018 15:30,2,Backdoor.Win32.Androm
ata-rh.com.br,16.01.2014 13:44,2,CnC.Win32.Generic
haroldparkhotel.com.au,18.08.2014 12:03,2,Trojan-Spy.Win32.Zbot
marcellusrecepcoes.com.br,22.08.2013 20:34,2,CnC.Win32.Generic
193.32.161.77,28.05.2019 09:04,2,Trojan.Win32.Scar
todoportugues.com.ar,24.02.2014 19:52,2,CnC.Win32.Generic
wamp.servehttp.com,12.02.2019 20:59,2,Backdoor.MSIL.Bladabindi
justfor.ddns.net,28.02.2019 02:04,2,Backdoor.MSIL.Bladabindi
118.69.71.14,04.07.2016 12:12,2,Trojan-Banker.Win32.Emotet
185.92.74.19,07.04.2019 23:36,2,Trojan-Banker.AndroidOS.Anubis
rizambesi.com.au,21.08.2015 01:33,2,Trojan-Downloader.Win32.Upatre
animalcia.com.br,04.06.2014 20:02,2,Backdoor.Win32.Napolar
115.159.131.193,06.09.2018 05:24,2,Trojan-Dropper.AndroidOS.Penguin
belriofm.com.br,11.02.2015 16:42,2,Trojan.Win32.Generic
epcvl.com.br,18.04.2014 05:44,2,Trojan-Spy.Win32.Zbot
netstart.co.za,24.12.2013 21:39,2,CnC.Win32.Generic
90.150.189.92,17.04.2019 02:28,2,Trojan.Win32.Kovter
ecoquimicars.ind.br,22.06.2014 18:43,2,Trojan-Spy.Win32.Zbot
194.63.143.226,05.04.2019 20:59,2,Backdoor.Win32.Mokes
51.15.206.141,02.03.2019 05:57,2,Trojan-PSW.Win32.Coins
helenageiger.com.au,23.09.2013 16:09,2,CnC.Win32.Generic
ipclasalle.edu.mx,23.11.2012 21:35,2,Trojan-Spy.Win32.Zbot
pthouse.co.th,11.08.2014 14:19,2,Trojan-Spy.Win32.Zbot
109.203.100.122,20.01.2016 17:07,2,Backdoor.Win32.Androm
192.81.222.249,16.04.2019 16:53,2,Trojan.MSOffice.Stratos
82.196.6.218,16.04.2019 17:18,2,Trojan.Script.Agent
jadema.com.py,04.04.2019 12:54,2,Trojan.Win32.Scar
aspectdesigns.com.au,25.01.2016 13:55,2,Trojan-Ransom.Win32.Cryptodef
109.199.231.116,19.09.2018 07:57,2,Trojan-Banker.Win32.Trickster
fccascavel.com.br,18.12.2013 17:36,2,CnC.Win32.Generic
185.192.109.223,14.05.2019 10:37,2,Trojan-Banker.Win32.Trickster
updatechrome.duckdns.org,22.01.2015 23:22,2,Backdoor.Win32.Hupigon
matheusprado.com.br,22.06.2015 01:59,2,Trojan-Ransom.Win32.Cryptodef
autoitest.altervista.org,17.05.2013 23:08,2,CnC.Win32.Generic
ines0049.ddns.net,18.12.2015 22:48,2,Trojan.MSIL.Zapchast
redepandehoteis.com.br,10.02.2015 22:31,2,Trojan-Spy.Win32.Zbot
ibnossolar.org.br,01.10.2013 15:11,2,CnC.Win32.Generic
buja.org.il,02.04.2015 04:50,2,Trojan-Spy.Win32.Zbot
pkmg.co.in,29.09.2014 09:00,2,Trojan-PSW.Win32.Chisburg
xserver.mr-alex.be,09.04.2018 18:49,2,Trojan-Spy.MSIL.Downeks
update.wipmania.com.raulhost.ru,16.09.2014 16:32,2,Worm.Win32.Ngrbot
apollo-healthcare.com.sg,14.09.2013 00:27,2,Trojan-Spy.Win32.Zbot
219.74.237.49,16.05.2019 23:12,2,Trojan.Win32.Generic
zenithadmin.com.au,22.12.2014 20:49,2,Trojan-Spy.Win32.Zbot
ecobags.co.za,18.07.2015 02:48,2,Trojan-Spy.Win32.Zbot
apis.sunlight-leds.com,30.10.2018 13:33,2,Trojan.AndroidOS.Piom
bps-plumbing.co.uk,29.12.2014 15:10,2,Trojan-Spy.Win32.Zbot
play.xhxt2016.com,30.10.2018 13:33,2,Trojan.AndroidOS.Piom
103.195.103.253,30.05.2018 18:12,2,Trojan.Win32.Kovter
ylds.co.za,16.02.2013 17:15,2,Trojan-FakeAV.Win32.SmartFortress2012
185.140.53.226,19.05.2019 16:51,2,Backdoor.MSIL.NanoBot
radiolouvoreterno.com.br,24.10.2013 08:41,2,Trojan-Spy.Win32.Zbot
195.123.239.86,14.05.2019 10:37,2,Trojan-Banker.Win32.Trickster
clinicadrneto.com.br,20.10.2014 14:01,2,Trojan-Spy.Win32.Zbot
infoal.com.br,21.02.2013 18:56,2,Backdoor.Win32.Mutopy
masterfabrics.com.pk,10.02.2013 15:45,2,Backdoor.Win32.Androm
54.38.206.174,16.04.2019 22:19,2,Trojan-Banker.Win32.Trickster
185.74.252.15,11.03.2019 02:30,2,Trojan-PSW.Win32.Coins
two.nameapp.xyz,09.06.2019 21:07,2,Trojan.AndroidOS.Hiddapp
72.47.248.48,17.01.2019 17:33,2,Trojan-Banker.Win32.Emotet
detudonanet.com.br,25.11.2014 09:18,2,Trojan-Spy.Win32.Zbot
kwiatpaproci.mazury.pl,09.08.2015 23:50,2,Trojan-Ransom.Win32.Cryptodef
51.15.113.55,12.02.2019 02:56,2,Trojan-PSW.Win32.Coins
117.50.43.19,02.06.2019 04:57,2,Trojan.Win32.Kovter
amblecote.dudley.sch.uk,11.12.2014 05:40,2,Trojan-Spy.Win32.Zbot
mrace.no-ip.info,27.03.2012 20:53,2,Backdoor.Win32.Hupigon
r1.reportbox1.info,01.02.2013 21:49,2,Trojan-PSW.Win32.Chisburg
lifesgood.com.my,13.04.2015 17:16,2,Trojan-Spy.Win32.Zbot
31.179.135.186,17.05.2019 07:10,2,Trojan-Banker.Win32.Emotet
drmorris.com.br,14.07.2015 09:07,2,Trojan-Spy.Win32.Zbot
nativafertilizantes.com.br,30.09.2012 20:53,2,Trojan-Spy.MSIL.Banker
favela.com.mx,23.07.2013 09:04,2,CnC.Win32.Generic
slcsc.co.uk,12.09.2011 17:33,2,Net-Worm.Win32.Koobface
sapeixoto.com.br,20.03.2014 18:20,2,Trojan-Spy.Win32.Zbot
random.ddns.net,21.01.2019 10:38,2,Backdoor.Win32.Remcos
api-tigger.1032z.com,30.03.2019 07:00,2,Backdoor.MSIL.Bladabindi
77.56.253.112,24.04.2019 17:26,2,Trojan-Banker.Win32.Emotet
cs-faru-team.at.ua,28.03.2013 21:11,2,CnC.Win32.Generic
lawnmasters.com.au,01.11.2013 07:39,2,CnC.Win32.Generic
178.128.50.96,08.11.2018 06:27,2,CnC.Win32.Generic
185.62.188.53,20.11.2018 05:06,2,Trojan-PSW.Win32.Coins
anzi.com.mk,17.02.2014 16:19,2,CnC.Win32.Generic
caraiva.tur.br,17.04.2014 08:25,2,CnC.Win32.Generic
psy-analyse.com.ua,13.08.2014 09:40,2,Trojan-Spy.Win32.Zbot
biznesdlaciebie.com.pl,02.02.2015 11:17,2,Trojan-Spy.Win32.Zbot
housepreview.com.br,22.04.2015 03:30,2,Trojan-Spy.Win32.Zbot
trojaner.ddns.net,14.10.2017 02:44,2,Trojan.Win32.Llac
195.245.112.115,02.01.2019 06:59,2,Backdoor.Win32.Androm
bdavies.co.za,10.08.2015 05:29,2,Trojan-Spy.Win32.Zbot
222.186.20.43,11.11.2018 13:23,2,Backdoor.Win32.Androm
kct.com.my,25.09.2014 04:28,2,Trojan-Spy.Win32.Zbot
136.243.107.242,23.05.2019 12:56,2,Trojan-Downloader.Win32.Goo
dhuma.com.br,03.12.2014 07:16,2,Trojan-Spy.Win32.Zbot
thefrag.com.au,01.12.2012 20:15,2,Trojan-Spy.Win32.Zbot
teseassessoria.com.br,17.03.2014 23:16,2,CnC.Win32.Generic
amgconstructions.com.au,21.11.2018 11:50,2,Trojan-PSW.Win32.Fareit
95.81.1.43,15.05.2019 03:42,2,Trojan-Ransom.Win32.Blocker
94.156.133.65,05.05.2019 15:46,2,Backdoor.Win32.IRCBot
200.122.209.78,10.04.2019 05:37,2,Trojan-Banker.Win32.Trickster
hartrite.com.au,28.06.2013 15:39,2,CnC.Win32.Generic
temperline.com.br,30.09.2014 04:29,2,Trojan-Spy.Win32.Zbot
planificaeventos.com.ar,17.02.2014 16:19,2,CnC.Win32.Generic
roadsofromania.francu.com,26.07.2012 01:53,2,Trojan-Spy.Win32.Zbot
steinerstairs.com.au,17.02.2015 00:18,2,Trojan-Spy.Win32.Zbot
produtosprofissionais.com.br,17.04.2019 21:11,2,Trojan-PSW.Win32.Coins
187.190.249.230,24.09.2018 18:48,2,Trojan-Banker.Win32.Trickster
senotrix.co.uk,13.03.2019 01:07,2,Backdoor.Win32.Androm
ssp3.ilawa.pl,30.09.2013 17:04,2,CnC.Win32.Generic
crestech.co.in,28.10.2014 08:54,2,Trojan-Spy.Win32.Zbot
117.204.255.217,03.04.2019 13:51,2,Trojan-Banker.Win32.Trickster
information.ns01.biz,23.11.2018 09:31,2,Backdoor.Win32.DarkKomet
sbpv.org.br,07.06.2015 14:21,2,Trojan-Spy.Win32.Zbot
servicepcinfo.myddns.rocks,02.01.2019 21:54,2,Backdoor.MSIL.Bladabindi
195.123.233.133,23.05.2018 10:31,2,CnC.Win32.Generic
720-armour.com.au,16.02.2015 13:54,2,Trojan-Spy.Win32.Zbot
13147758520.474613024.com,10.12.2017 07:01,2,Trojan.Win32.Agent
sash.co.ua,17.12.2013 09:03,2,CnC.Win32.Generic
amap.euroinnov.eu,24.07.2012 15:19,2,Trojan-Spy.Win32.Zbot
pitstopbikespares.co.za,24.04.2019 11:48,2,Trojan-Banker.Win32.Banbra
45.167.129.185,02.04.2019 12:47,2,Trojan-Banker.Win32.Trickster
arkei.kl.com.ua,20.03.2019 19:06,2,Trojan-PSW.Win32.Coins
cy43568.tmweb.ru,22.02.2019 07:56,2,Trojan-Spy.Win32.Stealer
23.227.206.165,14.11.2018 08:39,2,Trojan-PSW.Win32.Coins
181.231.72.200,31.05.2019 17:43,2,Trojan-Banker.Win32.Emotet
103.201.150.209,27.04.2019 05:43,2,Trojan-Banker.Win32.Emotet
213.192.1.170,27.11.2017 11:07,2,Trojan.Win32.Dovs
ntdt.ddns.net,15.12.2015 18:29,2,Backdoor.MSIL.Bladabindi
176.9.145.137,14.05.2019 08:37,2,Trojan-Downloader.Win32.Goo
wiredmax.no-ip.org,29.08.2015 19:15,2,Worm.VBS.Dinihou
181.15.177.100,31.03.2019 02:57,2,Trojan.MSOffice.SAgent
85.132.96.242,26.04.2019 16:47,2,Trojan-Banker.Win32.Emotet
181.15.243.22,08.05.2019 10:16,2,Trojan-Banker.Win32.Emotet
181.39.134.122,09.05.2019 16:34,2,Trojan-Banker.Win32.Emotet
82.226.163.9,27.03.2019 10:59,2,Trojan-Banker.Win32.Emotet
189.196.140.187,01.05.2019 14:47,2,Trojan-Downloader.Script.SLoad
191.97.116.232,14.05.2019 14:09,2,Trojan-Banker.Win32.Emotet
175.107.200.27,27.04.2019 04:49,2,Trojan-Banker.Win32.Emotet
181.16.127.226,09.05.2019 16:34,2,Trojan.Win32.Generic
200.80.198.34,17.05.2019 18:52,2,Trojan-Banker.Win32.Emotet
181.211.130.109,17.05.2019 18:52,2,Trojan-Banker.Win32.Emotet
186.71.75.2,17.05.2019 18:34,2,Trojan-Banker.Win32.Emotet
80.0.106.83,17.05.2019 18:17,2,Trojan-Banker.Win32.Emotet
181.164.227.212,16.05.2019 16:54,2,Backdoor.Win32.Androm
190.147.12.71,17.05.2019 19:28,2,Trojan-Banker.Win32.Emotet
217.113.27.158,17.05.2019 06:42,2,Trojan-Banker.Win32.Emotet
187.242.204.142,14.05.2019 14:09,2,Trojan.MSOffice.SAgent
105.224.171.102,07.05.2019 22:22,2,Trojan-Banker.Win32.Emotet
201.251.229.37,08.05.2019 12:26,2,Trojan-Banker.Win32.Emotet
196.6.112.70,28.04.2019 13:18,2,Trojan-Banker.Win32.Emotet
181.110.239.26,13.05.2019 13:22,2,Trojan-Banker.Win32.Emotet
200.127.0.8,08.05.2019 10:57,2,Trojan-Banker.Win32.Emotet
181.199.151.19,24.04.2019 21:32,2,Trojan-Banker.Win32.Emotet
lotuspharmacy.com.mo,19.09.2013 15:12,2,CnC.Win32.Generic
80.53.57.146,25.05.2018 11:32,2,Trojan-Banker.Win32.Trickster
ssi.net.ph,29.10.2013 08:41,2,Trojan-Spy.Win32.Zbot
190.0.5.218,06.05.2019 00:26,2,Trojan-Banker.Win32.Trickster
relaxsoftina.000webhostapp.com,05.01.2019 23:15,2,Trojan-Spy.Win32.SpyEyes
92.63.104.14,22.05.2019 03:52,2,Trojan-Spy.Win32.Stealer
193.124.177.7,03.03.2019 16:00,2,Trojan-PSW.Win32.Predator
212.83.190.122,05.04.2018 15:07,2,CnC.Win32.Generic
92.53.104.152,24.12.2017 11:36,2,Trojan-Spy.Win32.Zbot
41.169.20.147,01.05.2019 15:56,2,Trojan-Banker.Win32.Emotet
185.235.131.214,19.04.2019 17:45,2,Trojan-Spy.MSIL.Stealer
104.16.246.76,19.05.2019 20:07,2,Trojan.Win32.Kovter
teixeirantenas.com.br,30.01.2015 11:06,2,Trojan-Spy.Win32.Zbot
81.177.139.110,14.05.2019 10:37,2,Trojan-Banker.Win32.Trickster
178.21.11.90,25.02.2019 13:24,2,Trojan-Downloader.Win32.Plurox
cf84089.tmweb.ru,02.03.2019 09:23,2,Trojan-Spy.Win32.Stealer
agsmecanica.com.br,18.03.2014 22:47,2,Trojan.Win32.Generic
64.44.51.108,14.05.2019 11:57,2,Trojan-Banker.Win32.Trickster
91.185.59.232,24.04.2019 06:36,2,Trojan.Win32.Kovter
chelseaclinic.com.sg,17.12.2013 09:03,2,CnC.Win32.Generic
adrians.com.br,18.09.2014 08:10,2,Trojan-Spy.MSIL.Banker
degobu4.000webhostapp.com,12.05.2019 08:15,2,Backdoor.MSIL.Bladabindi
i4y.chillycam.com,02.02.2013 12:30,2,Backdoor.Win32.Zegost
apkandro.duckdns.org,06.06.2017 13:32,2,Trojan.MSIL.Zapchast
get.confhz.space,01.06.2019 00:24,2,Trojan.AndroidOS.Agent
bahareth.com.sa,17.10.2013 06:45,2,CnC.Win32.Generic
116.118.114.242,10.05.2019 20:08,2,Trojan.Win32.Kovter
akasyapastanesi.com.tr,03.02.2015 13:42,2,Trojan-Spy.Win32.Zbot
airal.com.ua,25.02.2014 11:56,2,CnC.Win32.Generic
nitrogin3.zapto.org,05.03.2018 01:08,2,Trojan.MSIL.Zapchast
181.129.195.210,19.02.2019 22:04,2,Trojan-Banker.Win32.Trickster
78.142.29.110,12.09.2018 12:20,2,Backdoor.Linux.Mirai
l1tepool.ddns.net,05.08.2018 16:57,2,Backdoor.MSIL.Bladabindi
213.252.245.154,06.06.2019 20:36,2,Trojan.Win32.Generic
213.252.245.225,25.04.2019 14:01,2,Trojan-PSW.Win32.Coins
213.252.245.79,15.04.2019 16:37,2,Trojan-Spy.Win32.Agent
5.9.157.238,14.05.2019 08:37,2,Trojan-Downloader.Win32.Goo
31.220.2.120,11.03.2015 13:28,2,Trojan-Spy.Win32.SpyEyes
138.201.97.219,19.04.2019 02:26,2,Trojan.Win32.Kovter
tastiway.dyndns.org,12.06.2018 10:28,2,Backdoor.Win32.DarkKomet
manage.zowasel.com,21.11.2018 08:17,2,CnC.Win32.Generic
www1.gggatat456.com,08.05.2019 07:27,2,Trojan-DDoS.Linux.Agent
138.201.245.199,10.12.2016 14:25,2,Trojan-Banker.AndroidOS.Hqwar
edukka.com.br,10.05.2015 23:57,2,Trojan.Win32.Neurevt
104.243.42.19,05.07.2018 12:38,2,Trojan.Win32.Kovter
morrisshittu.linkpc.net,29.03.2018 14:56,2,Backdoor.MSIL.NanoBot
185.140.248.17,13.06.2019 17:22,2,CnC.Win32.Generic
46.30.41.186,05.02.2019 09:33,2,Trojan-Spy.Win32.Ursnif
e.googlex.me,27.04.2017 12:07,2,Backdoor.Win32.DarkKomet
kisar.co.in,27.09.2014 18:00,2,Trojan-Spy.Win32.Zbot
wildlife-galleries.co.uk,12.03.2014 19:07,2,CnC.Win32.Generic
45.58.135.106,26.10.2018 16:50,2,Trojan-Downloader.Win32.Agent
menainsaat.com.tr,29.10.2013 17:10,2,CnC.Win32.Generic
andinh.com.vn,23.08.2014 21:07,2,Trojan-Spy.Win32.Zbot
st.cloins.com,20.11.2014 15:40,2,CnC.Win32.Generic
136.243.117.85,10.04.2019 16:50,2,Trojan-Banker.Win32.Emotet
box.taxiatibaia.com.br,08.05.2019 08:47,2,Trojan.Win32.Agent
giramundoturismo.com.br,21.01.2013 15:56,2,Backdoor.Win32.ZAccess
sbenter.co.in,17.02.2014 16:19,2,CnC.Win32.Generic
185.212.128.156,08.06.2019 03:11,2,Trojan-PSW.Win32.Predator
iplocation.linkpc.net,30.07.2015 12:05,2,Trojan.MSIL.Snojan
95.183.12.151,06.12.2018 10:49,2,Trojan-Dropper.AndroidOS.Hqwar
95.183.13.183,20.11.2018 05:06,2,Trojan.AndroidOS.Boogr
95.183.13.146,24.11.2018 12:06,2,Trojan.AndroidOS.Boogr
woodengateslancashire.co.uk,06.12.2013 17:47,2,CnC.Win32.Generic
178.168.23.60,05.03.2015 17:11,2,Trojan.Win32.Yakes
herbalbrasil.com.br,02.06.2014 01:41,2,Trojan-Spy.Win32.Zbot
rachelserodioadvogados.com.br,11.08.2014 14:19,2,Trojan-Spy.Win32.Zbot
arfisioterapia.com.mx,04.02.2019 00:33,2,Trojan-Downloader.Win32.Agent
braun.biz.ua,13.01.2016 15:53,2,Trojan-Spy.Win32.Carberp
unidive.com.tw,01.09.2014 16:15,2,Trojan-Spy.Win32.Zbot
37.203.214.30,24.03.2018 22:42,2,Backdoor.AndroidOS.Agent
nikolay.ddns.net,18.05.2019 23:59,2,Backdoor.MSIL.Bladabindi
37.228.119.247,18.05.2019 10:35,2,Trojan-Banker.Win32.Trickster
188.165.62.8,28.08.2017 18:01,2,Trojan-Banker.Win32.Trickster
91.230.211.76,07.09.2017 12:54,2,CnC.Win32.Generic
eagleair.com.pk,29.05.2019 14:32,2,CnC.Win32.Generic
auth3.i4.cn,24.03.2016 08:38,2,CnC.Win32.Generic
176.58.117.125,07.02.2019 10:33,2,CnC.Win32.Generic
ysf.no-ip.biz,09.01.2014 15:23,2,Backdoor.MSIL.Bladabindi
217.13.106.249,27.11.2017 11:07,2,Trojan.Win32.Dovs
veegoo.com.sg,20.03.2019 13:24,2,Backdoor.Win32.Androm
jclcontabil.com.br,17.04.2014 08:25,2,CnC.Win32.Generic
re-wakefield.co.uk,13.11.2013 13:26,2,Trojan-Spy.Win32.Zbot
imobiliariaastro.com.br,20.12.2014 06:16,2,Trojan-Spy.Win32.Zbot
devraniskender.com.tr,21.02.2013 16:59,2,Backdoor.Win32.Mutopy
91.83.93.103,29.05.2019 14:14,2,Trojan-Banker.Win32.Emotet
185.4.65.210,05.12.2018 20:13,2,Trojan-PSW.Win32.Coins
89.134.144.41,09.05.2019 16:34,2,Trojan-Banker.Win32.Emotet
181.129.93.226,29.12.2018 15:52,2,Trojan-Banker.Win32.Trickster
florestalgarden.com.br,26.10.2014 02:28,2,Trojan-Spy.Win32.Zbot
179.62.18.56,22.01.2019 19:43,2,Trojan.Win32.Generic
195.62.52.93,28.02.2017 09:44,2,CnC.Win32.Generic
geoip.net16.net,19.08.2011 13:23,2,CnC.Win32.Generic
adorablekids.co.za,26.06.2015 11:07,2,Trojan-Spy.Win32.Zbot
stillusnoivas.com.br,20.05.2015 09:36,2,Trojan-Spy.Win32.Zbot
box.bfkindustrial.com,08.05.2019 08:47,2,Trojan.Win32.Agent
217.23.15.126,03.06.2015 16:47,2,Backdoor.Win32.Simda
cambenoticias.com.br,17.12.2014 15:06,2,Backdoor.Win32.Napolar
159.69.211.211,01.05.2019 14:47,2,Trojan-Banker.Win32.Emotet
cucaaposentadorias.com.br,12.06.2014 10:47,2,Trojan-Spy.Win32.Zbot
joeann.com.tw,27.11.2013 14:54,2,CnC.Win32.Generic
159.69.2.128,28.09.2018 15:56,2,Trojan-Banker.Win32.Emotet
eyestyle.com.my,03.07.2014 12:00,2,Trojan-Spy.Win32.Zbot
riosomeventos.com.br,01.10.2013 15:11,2,CnC.Win32.Generic
79.96.68.240,27.04.2019 11:22,2,Trojan.Win32.Kovter
gt.yepodjr.com,01.06.2018 11:24,2,CnC.Win32.Generic
5.9.128.163,10.12.2018 10:51,2,Trojan-Banker.Win32.Emotet
5.9.68.188,19.04.2019 06:25,2,Trojan.Win32.Kovter
secret92.ddns.net,24.07.2018 23:24,2,Backdoor.AndroidOS.Agent
195.123.245.109,18.01.2019 16:22,2,Trojan-PSW.Win32.Coins
creativeageingcentre.com.au,06.05.2015 18:18,2,Trojan-Spy.Win32.Zbot
piperrdstorage.com.au,29.01.2014 18:09,2,CnC.Win32.Generic
cnk.com.ua,17.09.2014 21:53,2,Trojan-Spy.Win32.Zbot
acid909.co.uk,31.01.2016 22:19,2,Trojan-Ransom.Win32.Cryptodef
maxy.no-ip.info,17.01.2014 16:11,2,Trojan.Win32.Generic
148.251.33.195,27.11.2017 11:08,2,Trojan.Win32.Dovs
blogville.com.br,23.04.2015 04:54,2,Trojan-Spy.Win32.Zbot
82.146.43.176,27.02.2019 00:19,2,Trojan-Banker.Win32.Trickster
82.146.42.210,01.05.2018 18:37,2,Trojan-Banker.Win32.Trickster
82.146.41.88,15.01.2018 16:36,2,CnC.Win32.Generic
82.146.58.219,14.05.2019 11:58,2,Trojan-Banker.Win32.Trickster
82.146.52.40,09.11.2018 09:32,2,Backdoor.Win32.Androm
82.146.56.24,02.11.2018 08:04,2,Trojan-Banker.Win32.Trickster
82.146.47.121,12.10.2017 11:31,2,Trojan-Banker.Win32.Trickster
82.146.32.170,07.03.2019 19:45,2,Backdoor.Win32.Mokes
80.87.198.137,27.05.2019 20:19,2,Trojan.Win32.Scar
81.177.180.205,31.05.2019 21:36,2,Trojan.Win32.Generic
81.177.141.88,14.01.2019 08:29,2,Trojan-Banker.Win32.Trickster
81.177.26.48,05.06.2019 06:06,2,Trojan-PSW.Win32.Predator
81.163.254.122,27.09.2017 18:55,2,CnC.Win32.Generic
h.pxmy.fr,26.05.2019 21:04,2,Backdoor.Win32.DarkKomet
willianferreira.com.br,01.02.2015 08:15,2,Trojan-Spy.Win32.Zbot
molativa.com.br,27.01.2015 08:00,2,Trojan-Spy.Win32.Zbot
regatasmendoza.com.ar,22.12.2012 00:28,2,Trojan.Win32.IRCbot
cometas.ddns.net,09.02.2019 01:58,2,Backdoor.Win32.DarkKomet
80.87.197.148,24.05.2019 06:19,2,Trojan-PSW.Win32.Coins
recfish.com.au,04.10.2011 11:23,2,CnC.Win32.Generic
78.155.218.220,06.05.2019 10:52,2,Trojan-Banker.Win32.Trickster
78.155.218.139,19.10.2018 08:17,2,Trojan-Banker.Win32.Trickster
78.155.206.79,22.01.2019 11:32,2,Trojan-Banker.Win32.Trickster
78.155.199.46,17.10.2018 10:32,2,Trojan-Banker.Win32.Trickster
78.24.216.250,12.10.2017 11:31,2,Trojan-Banker.Win32.Trickster
78.24.220.229,06.11.2015 12:23,2,Trojan.Win32.Kovter
185.153.197.3,07.03.2017 16:14,2,Trojan-Spy.Win32.Panda
77.222.40.43,30.10.2018 17:37,2,Trojan.Win32.Khalesi
la-colonial.com.ar,06.02.2013 04:06,2,Backdoor.Win32.ZAccess
142.44.161.51,15.07.2018 01:34,2,Backdoor.Win32.Xtreme
80.173.224.81,27.03.2019 15:12,2,Trojan-Banker.Win32.Trickster
ir.funpic.de,20.03.2011 15:13,2,Worm.MSIL.Arcdoor
rajan.name.np,12.02.2013 06:10,2,Trojan-Spy.Win32.Zbot
bunting-warehouse.co.uk,21.12.2013 06:11,2,Trojan-Spy.Win32.Zbot
46.21.248.94,24.01.2019 09:14,2,Trojan-Banker.Win32.Trickster
37.230.113.63,22.05.2019 23:00,2,Trojan.Win32.Gozi
37.230.116.91,26.12.2018 08:56,2,Trojan-Banker.Win32.Trickster
37.230.113.97,29.03.2018 15:25,2,Trojan-Banker.Win32.Trickster
187.177.155.123,13.12.2018 21:21,2,Trojan.Win32.Staser
149.62.173.247,23.03.2018 02:27,2,Trojan.Win32.Dovs
217.8.117.24,03.05.2019 12:07,2,Backdoor.MSIL.Agent
garraservicos.com.br,17.04.2014 08:25,2,Trojan-Spy.Win32.Zbot
5.8.88.97,11.02.2019 14:18,2,Trojan-PSW.Win32.Coins
188.246.233.220,14.05.2019 11:57,2,Trojan-Banker.Win32.Trickster
remcoss.onmypc.org,23.07.2018 17:31,2,Backdoor.Win32.Remcos
5.8.88.65,01.02.2019 16:34,2,Trojan-PSW.Win32.Kpot
metalurgicatambara.com.ar,28.02.2013 15:08,2,Trojan.Win32.IRCbot
85.143.219.178,14.05.2019 11:58,2,Trojan-Banker.Win32.Trickster
85.143.220.150,25.04.2019 14:27,2,Trojan-Banker.Win32.Trickster
85.143.221.164,01.03.2019 20:06,2,Trojan-Banker.Win32.Trickster
85.143.223.24,11.01.2019 08:12,2,Trojan-Banker.Win32.Trickster
85.143.220.111,16.11.2018 09:54,2,Trojan-Banker.Win32.Trickster
85.143.223.51,01.11.2018 09:22,2,Trojan-Banker.Win32.Trickster
85.143.175.198,14.05.2019 10:37,2,Trojan-Banker.Win32.Trickster
85.143.172.208,09.11.2018 09:47,2,Trojan-Banker.Win32.Trickster
esctriangulo.com.br,20.03.2014 16:17,2,Trojan-Spy.Win32.Zbot
213.169.137.228,24.04.2019 20:59,2,Trojan-PSW.Win32.Coins
shaktifood.com.np,28.12.2012 19:23,2,CnC.Win32.Generic
d33wv995bk7lag.cloudfront.net,30.01.2019 17:42,2,CnC.Win32.Generic
rk2013controler.no-ip.org,18.08.2014 10:28,2,Trojan-Downloader.Win32.Agent
78.140.223.89,25.04.2019 14:01,2,Trojan-Banker.Win32.Trickster
89.45.67.107,16.10.2017 15:29,2,CnC.Win32.Generic
78.47.156.178,04.09.2018 09:17,2,Trojan-Banker.Win32.Trickster
78.47.56.164,27.11.2017 11:08,2,Trojan.Win32.Dovs
78.46.201.36,04.03.2019 13:32,2,Trojan-Dropper.AndroidOS.Hqwar
dominiocassis.com.br,09.06.2015 20:15,2,Trojan-Ransom.Win32.Cryptodef
62.75.195.103,23.01.2018 18:28,2,Trojan-Spy.Win32.Ursnif
